	Strain	Plate	Well	Media	Replicates	Compound	KEGG ID	CAS ID	0.0hrs	0.25hrs	0.5hrs	0.75hrs	1.0hrs	1.25hrs	1.5hrs	1.75hrs	2.0hrs	2.25hrs	2.5hrs	2.75hrs	3.0hrs	3.25hrs	3.5hrs	3.75hrs	4.0hrs	4.25hrs	4.5hrs	4.75hrs	5.0hrs	5.25hrs	5.5hrs	5.75hrs	6.0hrs	6.25hrs	6.5hrs	6.75hrs	7.0hrs	7.25hrs	7.5hrs	7.75hrs	8.0hrs	8.25hrs	8.5hrs	8.75hrs	9.0hrs	9.25hrs	9.5hrs	9.75hrs	10.0hrs	10.25hrs	10.5hrs	10.75hrs	11.0hrs	11.25hrs	11.5hrs	11.75hrs	12.0hrs	12.25hrs	12.5hrs	12.75hrs	13.0hrs	13.25hrs	13.5hrs	13.75hrs	14.0hrs	14.25hrs	14.5hrs	14.75hrs	15.0hrs	15.25hrs	15.5hrs	15.75hrs	16.0hrs	16.25hrs	16.5hrs	16.75hrs	17.0hrs	17.25hrs	17.5hrs	17.75hrs	18.0hrs	18.25hrs	18.5hrs	18.75hrs	19.0hrs	19.25hrs	19.5hrs	19.75hrs	20.0hrs	20.25hrs	20.5hrs	20.75hrs	21.0hrs	21.25hrs	21.5hrs	21.75hrs	22.0hrs	22.25hrs	22.5hrs	22.75hrs	23.0hrs	23.25hrs	23.5hrs	23.75hrs	24.0hrs	24.25hrs	24.5hrs	24.75hrs	25.0hrs	25.25hrs	25.5hrs	25.75hrs	26.0hrs	26.25hrs	26.5hrs	26.75hrs	27.0hrs	27.25hrs	27.5hrs	27.75hrs	28.0hrs	28.25hrs	28.5hrs	28.75hrs	29.0hrs	29.25hrs	29.5hrs	29.75hrs	30.0hrs	30.25hrs	30.5hrs	30.75hrs	31.0hrs	31.25hrs	31.5hrs	31.75hrs	32.0hrs	32.25hrs	32.5hrs	32.75hrs	33.0hrs	33.25hrs	33.5hrs	33.75hrs	34.0hrs	34.25hrs	34.5hrs	34.75hrs	35.0hrs	35.25hrs	35.5hrs	35.75hrs	36.0hrs	36.25hrs	36.5hrs	36.75hrs	37.0hrs	37.25hrs	37.5hrs	37.75hrs	38.0hrs	38.25hrs	38.5hrs	38.75hrs	39.0hrs	39.25hrs	39.5hrs	39.75hrs	40.0hrs	40.25hrs	40.5hrs	40.75hrs	41.0hrs	41.25hrs	41.5hrs	41.75hrs	42.0hrs	42.25hrs	42.5hrs	42.75hrs	43.0hrs	43.25hrs	43.5hrs	43.75hrs	44.0hrs	44.25hrs	44.5hrs	44.75hrs	45.0hrs	45.25hrs	45.5hrs	45.75hrs	46.0hrs	46.25hrs	46.5hrs	46.75hrs	47.0hrs	47.25hrs	47.5hrs	47.75hrs	48.0hrs
59	ybaOALE	PM01	E12	M9 minimal media no C source	R1	Adenosine	C00212	CAS 58-61-7	14.7816	15.2772	17.2343	17.8696	17.8662	17.5998	22.339	18.8007	18.8965	21.1941	23.6086	28.8925	27.7626	31.6151	34.001	41.4941	42.2714	41.5858	45.9495	49.6502	52.7394	54.1691	58.4641	66.395	73.2093	75.7892	84.6768	94.3273	101.5808	107.7716	116.2035	121.8615	126.6141	137.4246	150.0084	156.8333	152.0113	155.7975	154.5686	152.0694	155.6443	157.6184	152.3898	156.9506	155.1799	157.1187	155.6658	155.6566	153.7727	156.6337	157.5496	157.0057	151.1441	158.8662	155.6449	153.4891	150.2156	151.8559	153.2395	151.9515	151.5369	152.974	154.6023	151.6548	152.4003	154.5487	150.3407	152.6051	154.3445	150.5353	151.598	152.8921	152.073	150.2204	149.6959	152.4413	151.6304	151.5601	153.169	153.4321	151.0211	152.6769	150.9816	153.949	154.5136	150.5132	151.5403	157.8187	151.8138	155.0647	151.6275	151.6705	154.0434	150.171	153.3209	152.5433	153.5266	152.5235	154.6042	154.1163	153.6177	150.7974	151.6712	155.6919	155.808	153.3414	153.7095	155.6277	154.31	154.9797	157.264	156.6836	158.4126	157.6495	157.4542	155.8384	157.1653	157.9375	162.081	158.1697	164.1313	159.899	159.7253	163.791	160.4316	160.9636	167.3395	168.6072	165.8089	165.9834	168.3572	169.0573	171.1782	173.0734	173.8044	170.0419	172.7772	174.1463	174.3029	175.0858	177.1082	179.622	179.142	181.2647	181.966	182.1763	188.887	184.8763	190.5039	189.9311	192.08	196.7731	196.6898	197.404	196.4198	197.7336	198.45	198.6259	198.7584	198.1732	197.5238	196.5966	198.1237	194.3212	196.3423	197.6618	197.7438	197.2649	195.7007	200.6343	200.0081	200.1658	198.3533	197.29	198.4052	200.012	198.4195	200.9366	202.8171	198.9572	201.7944	200.7052	196.9029	199.4863	202.8424	199.7797	199.1729	198.5616	201.1648	202.1702	202.2946	200.8549	199.2279
60	ybaOALE	PM01	F01	M9 minimal media no C source	R1	Gly-Asp	C02871	CAS 4685-12-5	18.1258	17.7345	12.5305	16.1652	15.3138	15.2007	19.8428	16.4945	17.2451	16.7284	18.2779	22.4906	18.8805	21.4267	21.5362	21.3897	23.142	20.4958	23.9947	24.7146	26.1054	23.2546	29.3776	32.5901	32.3333	30.7887	35.7132	40.7408	44.8617	47.469	52.8979	53.177	59.7075	60.7357	69.3435	69.2433	72.8438	75.2684	76.8741	79.2437	84.5193	87.6292	90.7163	94.4766	98.1089	103.0746	106.8559	109.354	113.8241	123.3567	125.0536	129.2178	130.8028	136.9009	138.0122	140.0283	138.6288	145.535	145.9822	156.1085	156.7713	160.991	161.9228	164.3232	169.821	165.9209	175.3703	178.8486	178.9418	183.1664	186.41	188.7669	190.8455	193.6787	196.714	200.0693	202.7905	202.7574	205.8798	205.731	208.6295	214.2728	210.758	216.4479	216.9615	219.2221	218.771	226.2578	224.8851	226.5467	227.057	226.9267	230.0252	232.3911	233.9129	237.1818	232.211	236.5564	239.5125	239.1918	242.2667	242.2658	247.2341	243.516	247.451	245.5857	249.0909	249.4657	252.2711	254.6893	253.5228	254.623	251.7088	258.2134	258.6071	259.6227	258.5217	258.8267	257.2052	261.4239	261.219	265.3563	261.9506	264.1542	264.0996	265.4897	264.633	268.3731	268.3766	267.0181	269.9642	271.0719	271.0563	273.7865	271.9027	274.9163	275.506	275.6591	274.4402	275.3999	273.6556	278.9864	281.1112	280.8612	280.4041	277.589	278.7497	277.7527	280.0468	283.9103	280.5451	279.8499	282.7374	281.3902	282.0256	281.7145	283.5587	283.3388	284.1288	285.767	281.3339	285.7403	284.8656	286.6103	288.0674	285.4503	286.0703	288.3864	282.8913	283.946	283.0086	285.35	284.5774	285.3481	288.1472	286.9452	285.7272	287.0976	287.6087	288.2726	286.246	288.9283	288.3292	288.1324	286.6815	288.0759	288.5472	287.2994	288.9153	288.1685	287.8907	288.6671	286.3317
61	ybaOALE	PM01	F02	M9 minimal media no C source	R1	Citric acid	C00158	CAS 6132-04-3	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	14.8351	15.7982	11.4427	17.2131	11.5075	13.7442	11.5392	13.7464	14.0153	15.3932	14.3572	14.4726	18.076	12.2076	13.6301	16.4896	21.8175	22.1226	22.1614	24.5852	19.4949	20.529	16.2441	18.6961	25.1571	13.6502	19.3573	16.1841	16.6744	16.5989	16.2386	19.3913	14.9044	18.6424	15.2835	19.2169	16.698	18.1671	16.7915	17.4535	18.9358	18.9179	22.9732	22.113	19.9917	21.691	18.3237	16.7933	16.5736	18.6741	19.1687	21.2108	15.9407	22.3636	18.3804	18.4646	20.2077	18.5858	15.1891	19.2719	13.1311	21.1969	22.5134	19.6966	18.3694	20.9622	15.852	16.7909	17.1112	18.6863	21.8761	16.752	15.8317	15.458	21.2069	22.7246	17.6567	21.1719	16.9326	18.0865	19.2891	18.2943	21.1902	16.5515	17.3472	20.3129	23.2252	20.0117	19.3302	18.1477	21.3502	20.3797	22.5672	20.0962	21.6146	21.7318	21.4476	18.4573	21.4381	19.9559	23.3998	21.3666	18.6858	18.6409	19.2537	14.8431	21.1581	18.8436	22.3231	21.6596	19.8823	20.2335	19.6492	21.4891	20.3145	20.2377	20.9436	19.1315	20.8344	18.3454	18.3454	20.2747	21.9007	19.6108	21.2673	17.123	19.7463	21.8834	22.2011	17.131	18.341	18.3198	12.8509	19.8402	16.5216	21.0611	18.1317	17.503	14.4023	18.0349	15.5069	19.6034	18.468	18.6827	20.6094	18.9214	15.2995	17.7251	19.0631	15.9693	13.8079	19.2771	20.6788	18.2498	15.4153	15.5817	17.9082	18.6922	18.8924	14.9301	20.5853	14.8501	15.3638	13.428	15.9726	14.4849	20.7189	22.6657	18.0339	20.3618	19.7199	16.6064	18.2045	18.6452	16.833	17.0055	14.3617	14.2163	17.2344	13.8167	13.5175	15.7887
62	ybaOALE	PM01	F03	M9 minimal media no C source	R1	m-Inositol	C00137	CAS 87-89-8	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.4319	11.0	12.2342	11.0	11.0	11.0	11.0	11.0	11.0	11.8966	12.1764	11.0	11.0932	12.5863	13.2006	16.151	17.5428	17.9019	15.9521	11.8559	20.9938	16.3813	19.5808	16.6939	17.6436	20.4904	19.1623	18.5158	19.1057	17.8366	17.7048	16.6119	15.7608	20.7297	18.8163	17.9167	18.7933	18.5759	21.4675	21.169	19.2743	17.8715	20.867	21.202	21.4826	22.3308	20.0579	23.2997	23.857	24.2011	24.449	21.4732	17.3701	19.5301	19.2616	20.0298	20.3625	21.0653	22.9445	18.4545	20.269	17.8432	22.8186	22.0919	17.6652	22.1446	23.5074	19.1984	20.3928	17.9822	21.6045	16.4617	19.0824	17.4241	21.9534	26.7754	22.3266	24.0601	23.6107	23.6222	16.6604	20.3084	20.4214	23.0239	23.073	19.6792	19.0496	21.2861	20.4172	20.677	21.5323	19.8719	17.25	19.8228	20.7204	22.0763	26.3769	22.3438	24.35	25.5382	25.0144	22.1187	25.3382	23.5166	19.2573	23.0301	25.7595	24.339	20.0872	24.7147	20.8091	23.4567	28.6447	20.1659	25.8191	26.6211	23.6191	18.8043	25.858	21.4464	24.7147	20.1047	22.7389	24.0972	22.4483	22.5556	25.3251	21.4194	18.9283	25.2573	26.3162	24.0495	24.64	24.172	22.7577	20.3434	20.2857	23.4033	23.7553	21.3375	22.7455	19.9007	26.7061	25.6261	23.9788	22.069	22.2477	17.753	24.4029	23.2458	23.7086	22.5306	23.4078	19.5951	21.6516	18.182	25.6917	23.332	23.5479	22.8439	20.3949	21.5586	23.3234	24.9437	23.4595	23.2867	25.4349	21.3904	21.6706	24.8516	24.5279	22.2965	24.7684	26.1898	22.3246	20.8647	26.9716	20.0446	17.7821	21.8581	25.5003	19.7204
63	ybaOALE	PM01	F04	M9 minimal media no C source	R1	D-Threonine	C00820	CAS 632-20-2	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.958	11.0	11.0	11.0	11.0	11.0	11.0	13.9076	12.974	11.2834	11.5358	11.0	11.0	11.0	13.7198	14.8801	12.4159	11.6624	12.2567	12.2944	15.3544	15.623	15.0905	18.0105	13.9899	14.5566	14.3668	14.1545	11.5693	12.3599	17.7856	18.5551	18.0519	21.6344	23.6697	21.673	21.6368	21.3965	24.0163	26.9567	22.4933	23.3817	28.2945	26.976	29.0274	28.5303	26.8385	27.5535	27.9899	29.8575	31.7645	26.9489	34.8701	29.8253	30.425	29.787	30.0546	30.8216	27.9975	31.3808	29.4467	33.0987	34.7053	28.3035	32.0832	31.2396	31.3281	34.2202	35.483	33.1354	33.3585	34.8221	34.0664	39.0109	34.9747	35.9501	37.165	36.2771	34.4272	37.0307	33.3436	35.2409	36.6417	36.7356	35.9371	39.0468	38.4852	38.0545	41.4891	38.9927	39.0678	41.4422	35.9144	34.6217	40.0388	37.7409	36.0539	38.7352	37.5921	35.7536	38.4456	40.4607	37.3678	36.5177	38.2251	37.9601	34.2218	36.0999	38.4426	36.1857	36.7528	37.4351	31.8616	35.151	36.2694	37.6452	38.5652	38.9382	37.682	36.8135	33.3451	39.8358	32.8371	38.8157	37.0146	32.1473	35.5198	35.128	34.3803	38.8052	36.5182	39.859	36.1624	38.3859	33.7662	33.2485	36.4233	35.2243	36.1887	36.9016	39.926	37.6232	31.9763	36.4093	33.4181	34.5708	39.4025	31.9989	37.2703	36.5019	32.8984	35.2176	34.6879	31.3162	33.9423	37.2667	35.3316	35.9186	32.5346	38.1952	37.1229	36.1199	34.9935	35.4195	37.369	36.6547	34.4314	34.8711	33.0672	33.6617	33.2457	32.8102	30.8154	35.1816
64	ybaOALE	PM01	F05	M9 minimal media no C source	R1	Fumaric acid	C00122	CAS 17013-01-3	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	17.0191	21.4587	22.5746	27.0395	28.5245	28.3294	36.5204	33.7499	40.3115	42.8653	46.0509	52.9236	45.4946	57.731	57.9039	61.4679	58.3304	62.7332	61.3238	66.0592	70.744	73.9019	78.2068	78.58	74.9841	81.146	83.2815	84.5886	88.9204	92.7668	95.4992	94.9343	96.8151	98.2557	100.8877	107.1071	105.961	108.2059	109.5778	116.1009	121.0814	120.0622	122.7437	125.5723	130.3442	132.6358	132.0541	137.301	137.2782	138.0193	138.707	145.7971	146.166	149.7379	154.9251	154.2657	157.1109	159.2288	163.938	164.0733	163.8828	166.7679	166.1823	171.3822	172.0475	180.8786	184.004	182.0048	184.2536	188.925	189.7203	186.7676	191.6668	191.1644	192.1201	195.5882	194.9107	197.3129	198.0515	202.0883	198.3611	204.5692	204.7797	209.9334	209.6448	208.4545	216.1769	215.7589	214.9497	219.62	219.8852	221.157	223.6773	227.0073	228.1691	229.1061	229.9599	232.8345	231.9755	233.4317	235.1324	237.0693	241.4482	240.058	243.2816	246.0114	241.9755	247.5298	245.6031	249.1566	251.9444	254.2173	257.4294	257.2608	255.6549	259.1596	259.4307	257.2448	262.6659	267.0889	261.2427	262.8459	266.1354	266.8167	265.4685	267.9172	268.9696	270.5167	269.0968	272.996	272.4738	268.2871	269.8757	277.8304	275.245	275.3233	275.2155	277.9814	278.0377	279.1632	280.5631	280.3344	281.6897	280.6396	282.8396	279.8012	284.1429	280.5932	284.1016	283.0684	281.243	287.5309	286.5113	286.0265	288.2382	286.076	284.4586	287.7592	287.7457	290.4485	287.1031	292.0942	290.7708	287.6118	288.9777	290.0205	288.8921	292.6054	293.1812	291.3102	292.9139	291.1808
65	ybaOALE	PM01	F06	M9 minimal media no C source	R1	Bromosuccinic acid		CAS 923-06-8	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	13.3425	12.3783	13.4237	14.8176	14.5322	19.7415	26.3254	27.6065	29.6348	31.49	35.7774	34.7954	40.5476	42.7385	43.1519	45.0178	46.2045	48.1476	46.221	51.1146	50.828	52.8642	49.242	51.1243	51.3528	56.3028	54.3414	60.6276	61.0819	63.7112	65.0643	66.2076	70.7275	70.6251	69.9414	72.18	71.6644	71.6012	72.6714	76.5862	78.6677	81.3777	84.1183	82.0186	86.708	83.5563	85.2179	86.9392	91.2965	91.1089	97.5898	99.539	97.8546	102.5776	106.701	101.7428	109.4551	106.1431	112.9125	111.798	111.7023	115.2833	117.3456	119.9394	122.1236	123.8827	131.2206	131.5615	134.9451	132.3876	130.7974	136.0504	139.5356	141.9591	142.3016	148.8549	147.5063	150.8618	153.6761	153.5923	153.9055	157.0323	160.035	162.6069	160.8287	166.9871	167.7896	170.6021	172.053	176.4483	180.6867	178.9451	179.3595	182.0536	180.898	187.3284	191.507	185.9138	189.7018	192.8766	193.7364	194.8994	195.2515	196.7911	198.6566	204.6604	204.275	206.0314	208.4773	210.6519	208.3475	213.2966	214.0644	212.8584	216.2	220.5204	219.6201	221.5191	220.9536	224.9007	228.8993	230.1778	230.5289	229.7481	233.619	233.4718	230.047	233.0297	238.8926	238.1508	243.6612	240.4436	240.8684	240.7444	246.9038	246.0355	243.2729	248.7878	248.071	245.1155	248.3146	252.1302	248.8505	251.6787	252.8382	250.7834	251.5058	256.3116	254.1437	256.8486	261.4797	258.674	258.9696	258.0194	263.5685	258.0094	263.2634	262.601	265.3173	261.9009	265.8853	264.0268	267.1214	264.7266	265.7708	265.9747	263.0145	265.34	264.3083	263.3566	263.8075	264.3587	266.9774
66	ybaOALE	PM01	F07	M9 minimal media no C source	R1	Propionic acid	C00163	CAS 137-40-6	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.1598	11.0	11.128	11.0	11.0641	11.0	11.0	11.0642	11.0	11.0	11.0	14.0723	11.0	11.0	11.0	14.5103	11.3531	12.2211	11.0	11.0	11.0	13.3093	17.8698	12.126	12.3167	15.5892	17.8214	12.3837	16.9311	18.9427	16.5451	12.7515	15.0309	11.0	17.2236	12.5431	15.7137	13.8173	11.5451	15.6967	13.7207	15.9445	14.1791	12.4779	11.0	15.2673	14.0813	18.7441	15.3665	14.9639	15.927	14.0996	13.365	17.8209	13.7303	14.2438	14.9435	16.0599	14.2428	13.7328	16.9846	18.8396	14.4647	15.3449	15.9966	14.8517	13.4737	20.9318	16.1301	15.251	19.102	22.1935	15.1881	18.7115	18.6666	21.1053	17.7858	17.4443	17.8787	22.2129	17.4496	22.4113	22.3244	21.274	19.7834	16.6103	21.7084	20.2015	20.8126	22.2838	20.7815	18.4947	18.2471	16.7454	22.9177	18.7167	21.7019	20.5588	22.8859	17.5974	22.5167	23.8107	20.6758	21.9344	24.1845	23.1867	19.7239	21.1818	20.6453	21.3776	24.5652	20.3301	20.8718	21.2978	18.2727	20.4558	26.0768	22.142	25.5127	21.534	20.9158	19.4961	25.6342	23.7004	23.0093	22.271	23.6933	20.8904	24.0641	24.4096	24.8039	23.934	26.7715	24.3223	20.975	22.3745	24.8099	27.796	24.4946	25.1571	24.6569	27.6334	26.2813	22.9795	28.3502	24.5406	24.9059	26.8834	26.5343	23.7865	23.7217	25.9966	28.675	26.3645
67	ybaOALE	PM01	F08	M9 minimal media no C source	R1	Mucic acid	C01807	CAS 526-99-8	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.7411	12.1479	15.7164	18.6904	19.2332	23.3278	26.2523	30.6599	25.8519	37.0034	39.8104	45.7964	46.0634	60.0314	67.2276	69.6099	78.3784	81.1231	85.0415	90.1755	94.8557	104.0255	105.5209	110.1209	118.9058	138.1046	139.9439	150.4092	154.7888	157.2507	160.6978	161.8887	166.4352	167.6445	168.9197	169.846	175.7624	181.8174	182.2733	182.0522	185.0336	189.0923	190.4082	188.047	191.7392	194.5955	194.4375	198.1838	198.9092	200.6406	203.1216	206.2803	206.0522	208.4288	211.6538	213.2195	215.5984	215.7557	218.4136	216.542	223.1874	225.2704	224.8156	228.1002	227.4817	230.1977	233.4352	233.6922	231.4901	231.9788	235.2857	236.6607	236.7842	240.2751	243.353	243.9898	247.4472	246.9133	243.7628	248.2909	247.9588	245.419	251.1118	248.8452	251.826	250.3534	253.4366	255.4187	254.7912	253.7135	253.1206	258.6508	255.5373	256.1995	257.7823	260.1336	259.1464	259.3921	259.9196	262.2867	259.6808	264.5225	264.3666	262.5345	264.2967	265.0524	264.9409	263.6303	264.3104	265.0359	271.0709	266.4318	272.5146	268.059	269.9576	267.8857	269.4221	270.1264	267.6552	269.4299	272.647	271.1064	271.7166	270.921	270.0768	272.7445	275.1587	274.1056	273.5356	272.1947	275.0166	273.2674	277.2194	276.3515	276.8362	275.0387	275.2715	274.353	276.9917	276.7726	274.4023	274.3644	277.5112	275.6746	274.805	278.0417	275.665	279.6436	279.9543	279.971	278.8752	279.5297	278.7814	277.9852	277.4179	278.3201	277.7068	277.0772	278.4122	276.6328	279.7267	278.5083	278.1429	281.8896	279.0817	275.9878	279.1723	278.5995	277.5695	277.6396	279.5133	279.32	278.4287	279.8427	280.2887	280.2739	279.9822	277.7196	282.4058	279.7217
68	ybaOALE	PM01	F09	M9 minimal media no C source	R1	Glycolic acid	C00160	CAS 79-14-1	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.7434	11.0	14.9633	11.7746	12.954	13.7521	11.2497	13.8467	11.5901	11.0	13.6311	16.0636	17.0352	17.8533	11.5987	19.7237	19.033	16.6239	20.4208	18.4265	19.4655	20.2323	17.709	21.6954	21.3666	20.5387	17.4945	21.0638	20.3983	21.7876	20.7877	18.3932	21.137	22.8195	20.8074	21.0807	23.0971	23.5704	24.8628	21.8966	22.085	26.9496	23.0331	24.858	29.6824	26.9371	22.6127	24.7107	25.2805	23.8654	24.597	24.6944	23.328	24.8638	23.8163	24.2282	24.2027	22.6075	27.2601	22.5343	26.4403	23.4787	27.1392	29.0758	26.0689	27.0531	27.7182	23.0021	27.4502	24.6214	24.8546	29.1498	25.941	26.8855	30.4346	28.3982	29.1726	32.1451	27.9318	30.8302	24.477	32.7217	27.8461	26.2585	30.0322	30.8709	27.1992	29.5083	29.4251	28.3244	31.3446	32.2641	30.3296	29.5873	30.5748	31.9233	30.6425	30.4726	31.7194	31.1007	26.7501	31.6564	30.0884	29.8987	29.4002	31.3412	31.7033	31.7578	31.4372	27.8993	29.9456	31.5889	30.4798	28.8381	28.4188	33.5182	32.2186	31.6826	29.6696	30.7149	29.7532	30.7652	30.643	34.2743	33.1641	31.1191	33.0763	28.0997	30.9018	29.1581	33.2218	30.0148	31.6475	25.8929	32.4732	29.2044	31.469	27.0002	29.5547	27.1709	28.916	30.408	33.2444	29.6351	33.0055	28.2523	32.039	30.8885	31.1379	28.1054	31.0854	29.3659	29.1026	29.0183	31.3799	33.614	27.3498	32.5602	34.5239	31.7125	31.7371	31.2201	32.6952	29.7099	31.0	30.2996	30.7499	30.8627	32.0437	32.4782	30.6637	31.8192	31.2546	33.9177	31.8022	29.1774	31.5463
69	ybaOALE	PM01	F10	M9 minimal media no C source	R1	Glyoxylic acid	C00048	CAS 563-96-2	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.2504	11.0	11.0	11.0	12.2505	11.0	11.0	13.4801	12.5354	11.0	14.6099	18.6312	16.336	11.7563	14.6784	17.6818	16.1814	18.3927	11.5411	19.9063	18.1904	18.2093	18.9175	17.2397	20.7668	19.6482	23.9009	21.1821	18.5434	21.6682	22.439	23.7369	23.1738	28.7854	24.6892	27.1738	28.8612	31.8049	31.436	33.8795	35.0818	34.3852	32.8373	37.1597	34.9495	34.4408	35.8935	32.2675	32.4549	36.3736	37.5744	34.1997	37.0912	42.0498	36.6891	37.6406	40.3334	41.954	42.2575	37.5049	38.3103	37.0892	41.1059	36.4347	39.9101	39.5364	41.4933	45.6816	40.1808	43.9196	45.6355	46.8945	45.5578	43.2495	42.7852	53.4525	52.1352	48.7437	53.7182	51.2237	51.0992	54.937	55.111	54.9415	54.4293	56.3338	54.9578	53.3093	56.2337	55.8764	59.0038	60.2602	59.6304	59.5877	60.6341	61.9249	57.6526	59.1379	63.2768	62.1314	63.5599	64.9808	65.2967	64.3049	64.9309	65.7639	69.6677	67.5604	64.7927	66.8424	69.8785	69.6383	72.8291	67.1604	70.5554	71.1193	67.8243	66.8074	71.7233	69.1762	70.3563	75.0658	69.4953	69.8735	72.7668	72.1759	74.0182	71.3637	72.9028	73.6252	71.1632	74.2103	73.4925	69.5612	74.5797	77.5941	73.8768	74.7151	73.371	74.7958	75.3602	72.2329	76.6504	76.5673	74.7262	75.3119	76.4604	73.4175	76.3355	74.0882	74.1046	77.1435	77.874	75.586	79.4234	77.0355	78.3308	75.5126	79.579	76.978	75.6005	76.024	77.8981	78.6346	78.5349	78.247	80.7907	79.397	76.1369	80.5333	75.2989	77.8368	78.9211	80.1764	80.5114	77.4402	80.476	79.3952	79.3075	77.773	80.6919	78.8521
70	ybaOALE	PM01	F11	M9 minimal media no C source	R1	D-Cellobiose	C00185	CAS 528-50-7	11.0	11.0	12.7472	11.124	11.0	14.5127	16.9119	12.7773	13.3647	11.2494	12.2114	15.8369	12.3112	16.7857	14.6778	15.7163	18.1849	18.5416	19.1665	20.2255	22.4421	18.2139	18.5492	21.814	19.5081	24.9324	27.2657	27.7903	25.083	27.9136	25.8919	23.414	26.3807	26.9005	28.3181	27.1181	29.5943	26.8782	27.0847	26.4437	30.2231	30.5647	28.4813	29.6404	28.5015	28.2016	30.6245	27.7763	31.8007	32.8672	31.394	30.3082	30.8048	25.9423	33.8697	34.468	31.0107	27.7942	32.4415	30.3738	30.0204	34.2012	30.7799	37.8786	29.93	30.3872	31.1946	33.2325	34.7016	33.0287	33.0163	33.0832	31.9655	35.7728	31.7585	30.8253	35.2983	32.1524	31.5874	32.3527	30.4954	30.5424	33.6713	28.2259	30.8895	33.6843	33.927	32.384	33.5061	34.7609	35.026	33.9959	34.8429	31.7117	36.0296	31.8701	31.8629	35.0827	35.0102	28.4892	38.2251	32.072	33.1167	28.9898	34.0052	33.602	35.7987	37.8146	32.2232	37.4601	37.3901	34.8247	37.488	35.2085	34.7543	36.8474	30.9243	34.8884	38.7556	34.9884	37.8021	36.2335	35.034	32.5063	34.7922	34.6582	31.7633	38.6369	31.2124	35.2075	35.7414	34.5901	31.6494	35.1459	38.0035	33.3334	34.1841	32.607	36.2453	34.0564	34.6338	36.0851	34.3226	30.848	39.4644	30.98	35.8013	34.7507	35.9151	31.7688	36.2544	36.1273	30.4316	32.9876	36.4427	35.1709	35.1837	35.8819	38.1017	34.6758	36.6806	34.6915	37.8385	34.7458	33.6696	31.426	31.6593	36.0663	33.8434	35.9168	35.8632	34.3561	36.1015	39.3354	33.4838	36.2718	39.5476	36.3661	34.8866	32.2106	33.7797	36.505	32.9046	34.6251	37.0723	33.3966	33.933	33.4761	34.8827	33.9959	36.0901	35.3136	30.3985
